Tag,Alloy name,Citation,Citation,Citation,Citation,Citation,Citation,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Notes,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Density,Lattice param,RT lattice misfit,RT lattice misfit,RT lattice misfit,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,SFE,SFE,SFE,SFE,SFE,SFE,SFE,SFE
PWA 1480-Re_Dk)_L1_2,PWA 1480-Re,Durand-Charre 97 (Book),,,Blavette et al 86,10.1016/0036-9748(86)90103-1,,0,,,,,,,,,,,0,PWA 1480-Re_Dk)_0,γ',L1_2,,,,,,,,,,,,,,,0.7466856189,0.02065123026,0.02574698838,0.008110348297,0,0.1056435238,0.06018732158,0,0.03297496874,0,0,0,0.6997,0.0231,0.0288,0.0076,0,0.1535,0.0564,0,0.0309,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_Dk)_0,CMSX-2,Durand-Charre 97 (Book),,,Blavette et al 86,10.1016/0036-9748(86)90103-1,,1,γ,CMSX-2_Dk)_A1,0.3054585805,0.32,,γ',CMSX-2_Dk)_L1_2,0.6945414195,0.68,,1,,,,sc,,1300,15,0,0,0,0,1100,4,850,48,0,0,0.7211077818,0.08272380935,0.04557884506,0,0,0.08433654745,0.02131300291,0.02823233279,0.01338756464,0.003320116031,0,0,0.6733,0.0922,0.0508,0,0,0.1221,0.0199,0.0261,0.0125,0.0031,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,500,,,,382,,,,,950,240,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_Dk)_A1,CMSX-2,Durand-Charre 97 (Book),,,Blavette et al 86,10.1016/0036-9748(86)90103-1,,0,,,,,,,,,,,0,CMSX-2_Dk)_0,γ,A1,,,,,,,,,,,,,,,0.6381765813,0.2287403704,0.07714381119,0,0,0.0214074473,0.001070766076,0.0270364273,0.006424596456,0,0,0,0.596,0.255,0.086,0,0,0.031,0.001,0.025,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_Dk)_L1_2,CMSX-2,Durand-Charre 97 (Book),,,Blavette et al 86,10.1016/0036-9748(86)90103-1,,0,,,,,,,,,,,0,CMSX-2_Dk)_0,γ',L1_2,,,,,,,,,,,,,,,0.7581825193,0.02162240153,0.02882986871,0,0,0.1158269732,0.03226308593,0.02606817221,0.01720697916,0,0,0,0.705,0.024,0.032,0,0,0.167,0.03,0.024,0.016,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2-4Re_Dk)_0,CMSX-2-4Re,Durand-Charre 97 (Book),,,Blavette et al 86,10.1016/0036-9748(86)90103-1,,1,γ,CMSX-2-4Re_Dk)_A1,0.3345128825,0.3376195901,,γ',CMSX-2-4Re_Dk)_L1_2,0.6654871175,0.6623804099,,1,,,,sc,,1300,15,0,0,0,0,1100,4,850,48,0,0,0.7214230423,0.08273539922,0.0455852308,0.01381790237,0,0.08434836327,0.02131598893,0.01406405161,0.01338944028,0.00332058119,0,0,0.6735,0.0922,0.0508,0.0129,0,0.1221,0.0199,0.013,0.0125,0.0031,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,500,,,,498,,,,,950,240,,,,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2-4Re_Dk)_A1,CMSX-2-4Re,Durand-Charre 97 (Book),,,Blavette et al 86,10.1016/0036-9748(86)90103-1,,0,,,,,,,,,,,0,CMSX-2-4Re_Dk)_0,γ,A1,,,,,,,,,,,,,,,0.6453616099,0.1963861463,0.06802801788,0.03066536126,0,0.03190478086,0.00555609333,0.01964048764,0.002457502819,0,0,0,0.604,0.2194,0.076,0.0287,0,0.0463,0.0052,0.0182,0.0023,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2-4Re_Dk)_L1_2,CMSX-2-4Re,Durand-Charre 97 (Book),,,Blavette et al 86,10.1016/0036-9748(86)90103-1,,0,,,,,,,,,,,0,CMSX-2-4Re_Dk)_0,γ',L1_2,,,,,,,,,,,,,,,0.7548807903,0.02918037659,0.02954174348,0.004421444629,0,0.1197628348,0.03224419376,0.009802515392,0.02016610111,0,0,0,0.7,0.0323,0.0327,0.0041,0,0.1722,0.0299,0.009,0.0187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17_O04_0,C17,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,C17_O04_A1,,,,γ',C17_O04_L1_2,,,500,0,,,,exp,,1365,8,0,0,0,0,1150,4,0,0,0,0,0.7069670498,0,0.1162871026,0.02152106696,0,0.09785015143,0.02259712031,0.03477750895,0,0,0,0,0.657,0,0.129,0.02,0,0.141,0.021,0.032,0,0,0,0,,,,,,,,,,,,,1.03,,2.27,6.58,,0.47,0.4,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17_O04_A1,C17,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,C17_O04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17_O04_L1_2,C17,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,C17_O04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+1Ru_O04_0,C17+1Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,C17+1Ru_O04_A1,,,,γ',C17+1Ru_O04_L1_2,,,500,0,,,,exp,,1365,8,0,0,0,0,1150,4,0,0,0,0,0.698294545,0,0.1151975648,0.021485986,0.010742993,0.09699780683,0.0225602853,0.03472081899,0,0,0,0,0.65,0,0.128,0.02,0.01,0.14,0.021,0.032,0,0,0,0,,,,,,,,,,,,,0.92,,2.27,4.61,1.49,0.45,0.37,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+1Ru_O04_A1,C17+1Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,C17+1Ru_O04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+1Ru_O04_L1_2,C17+1Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,C17+1Ru_O04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+3Ru_O04_0,C17+3Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,C17+3Ru_O04_A1,,,,γ',C17+3Ru_O04_L1_2,,,500,0,,,,exp,,1365,8,0,0,0,0,1150,4,0,0,0,0,0.6846655071,0,0.1125529976,0.02042173412,0.03224484335,0.09496600533,0.02149656223,0.03365235023,0,0,0,0,0.637,0,0.125,0.019,0.03,0.137,0.02,0.031,0,0,0,0,,,,,,,,,,,,,0.96,,2.14,2.95,1.32,0.52,0.36,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+3Ru_O04_A1,C17+3Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,C17+3Ru_O04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+3Ru_O04_L1_2,C17+3Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,C17+3Ru_O04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+5Ru_O04_0,C17+5Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,C17+5Ru_O04_A1,,,,γ',C17+5Ru_O04_L1_2,,,500,0,,,,exp,,1365,8,0,0,0,0,1150,4,0,0,0,0,0.6689815928,0,0.1104695859,0.02036963183,0.05360429429,0.09264947509,0.02144171772,0.03248370238,0,0,0,0,0.624,0,0.123,0.019,0.05,0.134,0.02,0.03,0,0,0,0,,,,,,,,,,,,,0.96,,1.65,2.4,1.24,0.62,0.51,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+5Ru_O04_A1,C17+5Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,C17+5Ru_O04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17+5Ru_O04_L1_2,C17+5Ru,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,C17+5Ru_O04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni-19.5Al_O04_0,Ni-19.5Al,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,Ni-19.5Al_O04_A1,,,,γ',Ni-19.5Al_O04_L1_2,,,,1,,,,pc,,1365,8,0,0,0,0,1150,4,0,0,0,0,0.8648844304,0,0,0,0,0.1351155696,0,0,0,0,0,0,0.805,0,0,0,0,0.195,0,0,0,0,0,0,,,,,,,,,,,,,-,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni-19.5Al_O04_A1,Ni-19.5Al,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,Ni-19.5Al_O04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni-19.5Al_O04_L1_2,Ni-19.5Al,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,Ni-19.5Al_O04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni-19Al-3Ta_O04_0,Ni-19Al-3Ta,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,Ni-19Al-3Ta_O04_A1,,,,γ',Ni-19Al-3Ta_O04_L1_2,,,,1,,,,pc,,1365,8,0,0,0,0,1150,4,0,0,0,0,0.8371827937,0,0,0,0,0.1306590964,0.03215810987,0,0,0,0,0,0.781,0,0,0,0,0.189,0.03,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni-19Al-3Ta_O04_A1,Ni-19Al-3Ta,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,Ni-19Al-3Ta_O04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni-19Al-3Ta_O04_L1_2,Ni-19Al-3Ta,Ofori et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,Ni-19Al-3Ta_O04_0,γ',L1_2,,,,,,,,,,,,,,,0.8104305176,0,0,0,0,0.1463465215,0.04322296094,0,0,0,0,0,0.75,0,0,0,0,0.21,0.04,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR2100_T04_0,RR2100,Tin et al 04,,Superalloys 2004 conf. proc.,Reed et al 04,10.1016/j.scriptamat.2004.04.019,,1,γ,RR2100_T04_A1,0.2325045831,0.227,,γ',RR2100_T04_L1_2,0.7674954169,0.773,500,1,,,,sc,Rising HT applied for homogenisation: upto 1365C then as listed,1365,20,0,0,0,0,1140,5,0,0,0,0,0.6804872178,0.02717205745,0.1159341118,0.02378569875,0,0.09761798869,0.02054219437,0.03385085299,0,0,0,0.0006098781094,0.6294,0.03,0.128,0.022,0,0.14,0.019,0.031,0,0,0,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR2100_T04_A1,RR2100,Tin et al 04,,Superalloys 2004 conf. proc.,Reed et al 04,10.1016/j.scriptamat.2004.04.019,,0,,,,,,,,,,,0,RR2100_T04_0,γ,A1,,,,,,,,,,,,,,,0.5288210768,0.08578816435,0.241217194,0.08076070201,0,0.02145882251,0.002584342464,0.03936969789,0,0,0,0,0.4911,0.0951,0.2674,0.075,0,0.0309,0.0024,0.0362,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR2100_T04_L1_2,RR2100,Tin et al 04,,Superalloys 2004 conf. proc.,Reed et al 04,10.1016/j.scriptamat.2004.04.019,,0,,,,,,,,,,,0,RR2100_T04_0,γ',L1_2,,,,,,,,,,,,,,,0.7278801557,0.01255012986,0.0779381253,0.0047765439,0,0.1182495054,0.02724801179,0.03135752808,0,0,0,0,0.6705,0.0138,0.0857,0.0044,0,0.1689,0.0251,0.0286,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR2101_T04_0,RR2101,Tin et al 04,,Superalloys 2004 conf. proc.,Reed et al 04,10.1016/j.scriptamat.2004.04.019,,1,γ,RR2101_T04_A1,0.2318941851,0.224,,γ',RR2101_T04_L1_2,0.7681058149,0.776,500,1,,,,sc,Rising HT applied for homogenisation: upto 1365C then as listed,1365,20,0,0,0,0,1140,5,0,0,0,0,0.6628488617,0.02720248777,0.117877447,0.02381233664,0.0140709262,0.09912341672,0.02056519983,0.03388876297,0,0,0,0.0006105611193,0.6124,0.03,0.13,0.022,0.013,0.142,0.019,0.031,0,0,0,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR2101_T04_A1,RR2101,Tin et al 04,,Superalloys 2004 conf. proc.,Reed et al 04,10.1016/j.scriptamat.2004.04.019,,0,,,,,,,,,,,0,RR2101_T04_0,γ,A1,,,,,,,,,,,,,,,0.4950168819,0.08560616411,0.2401478183,0.0848692568,0.03119402341,0.02136646613,0.002689139949,0.03911024948,0,0,0,0,0.4602,0.095,0.2665,0.0789,0.029,0.0308,0.0025,0.036,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR2101_T04_L1_2,RR2101,Tin et al 04,,Superalloys 2004 conf. proc.,Reed et al 04,10.1016/j.scriptamat.2004.04.019,,0,,,,,,,,,,,0,RR2101_T04_0,γ',L1_2,,,,,,,,,,,,,,,0.7160398689,0.0121622601,0.07978079576,0.005092127983,0.009534197074,0.1156399877,0.02936099326,0.03238976919,0,0,0,0,0.6609,0.0134,0.0879,0.0047,0.0088,0.1655,0.0271,0.0296,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni-Al-Ru_T04_0,Ni-Al-Ru,Tin et al 04,,Superalloys 2004 conf. proc.,Ofori et al 04,,Superalloys 2004 conf. proc.,1,γ,Ni-Al-Ru_T04_A1,,,,γ',Ni-Al-Ru_T04_L1_2,,,2000,1,,,,pc,phase composition averaged over 3 crystallographic directions,1365,8,0,0,0,0,0,0,0,0,0,0,0.8371827937,0,0,0,0.03215810987,0.1306590964,0,0,0,0,0,0,0.781,0,0,0,0.03,0.189,0,0,0,0,0,0,,,,,,,,,,,,,-,,,1.8,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
